CDS,Length,rawseq.p1,avsims.p1,sdsims.p1,z.score.p1,rawseq.m1,avsims.m1,sdsims.m1,z.score.m1,highest.exp,lowest.exp
BSU23670,1032,0.012596899,0.013477713,0.001946868,-0.452426211,0.026162791,0.02770155,0.003025368,-0.508618851,n,n
BSU23680,345,0.005797101,0.012907246,0.002577236,-2.758825487,0.017391304,0.020342029,0.004202177,-0.702189653,n,n
BSU23690,471,0.01910828,0.021118896,0.001629129,-1.234166036,0.021231423,0.023488323,0.003448174,-0.654520278,n,n
BSU23700,339,0.014749263,0.015489676,0.00330496,-0.224030732,0.029498525,0.027905605,0.003686681,0.432074302,n,n
BSU23710,1239,0.017756255,0.01966586,0.001889296,-1.010749075,0.01937046,0.018770783,0.002356335,0.254495653,n,n
BSU23720,207,0.019323671,0.024198068,0.003238403,-1.505185276,0.019323671,0.016178744,0.004132993,0.760932087,n,n
BSU23730,1233,0.02189781,0.020098135,0.002106772,0.85423345,0.00729927,0.008084347,0.001980797,-0.396343975,n,n
BSU23740,363,0.019283747,0.019011019,0.003415018,0.079861287,0.022038567,0.020977961,0.003859442,0.274808147,n,n
BSU23750,387,0.020671835,0.014555556,0.002988547,2.046573079,0.023255814,0.022653747,0.004473874,0.134573972,n,n
BSU23760,960,0.015625,0.0168,0.00223126,-0.526608337,0.025,0.031313542,0.003149629,-2.004535214,n,n
BSU23770,1347,0.016332591,0.011951745,0.001745917,2.509194935,0.021529324,0.025470675,0.002349468,-1.677550649,n,n
BSU23780,780,0.023076923,0.019746154,0.002370171,1.405286701,0.020512821,0.017605128,0.003076371,0.945169741,n,n
BSU23790,960,0.017708333,0.017384375,0.002236769,0.144833013,0.019791667,0.022895833,0.002978105,-1.042329102,n,n
BSU23800,837,0.010752688,0.012830346,0.001901636,-1.092563458,0.017921147,0.020832736,0.003103293,-0.938225706,n,n
BSU23810,1644,0.020681265,0.017301703,0.001638741,2.06229161,0.02189781,0.026759732,0.00230818,-2.106387925,n,n
BSU23820,1017,0.015732547,0.015409046,0.001885352,0.171586384,0.025565388,0.020824975,0.002991223,1.584774165,n,n
BSU23830,762,0.011811024,0.014032808,0.002247769,-0.988439671,0.027559055,0.025576115,0.00349411,0.567509354,n,n
BSU23836,123,0.016260163,0.018902439,0.003809831,-0.693541531,0.024390244,0.024300813,0.005652379,0.015821833,n,n
BSU23840,924,0.017316017,0.01927381,0.002238664,-0.874536128,0.023809524,0.025064935,0.003237242,-0.387802644,n,n
BSU23850,1470,0.016326531,0.014344898,0.001580638,1.253691699,0.02244898,0.026389796,0.002690628,-1.464645217,n,n
BSU23860,1410,0.017021277,0.013850355,0.00159191,1.991898223,0.031205674,0.027865957,0.002839037,1.176355694,n,n
BSU23870,1245,0.018473896,0.014120482,0.001622745,2.682747273,0.028915663,0.02782249,0.0027229,0.401473793,n,n
BSU23880,288,0.020833333,0.020517361,0.00325649,0.097028355,0.017361111,0.01534375,0.004368688,0.46177736,n,n
BSU23890,828,0.024154589,0.02332971,0.002379071,0.346723072,0.015700483,0.014136474,0.002698665,0.579549045,n,n
BSU23900,729,0.012345679,0.009060357,0.002101642,1.563216577,0.020576132,0.020071331,0.003539848,0.14260526,n,n
BSU23910,1116,0.015232975,0.01319086,0.001567004,1.303197325,0.03046595,0.026233871,0.002937513,1.440701382,n,n
BSU23920,1524,0.014435696,0.016725066,0.001644373,-1.392244647,0.018372703,0.017295275,0.002172976,0.495830509,n,n
BSU23930,423,0.021276596,0.021052009,0.002925628,0.076765251,0.028368794,0.029723404,0.004635328,-0.292236079,n,n
BSU23940,531,0.020715631,0.021538606,0.002882263,-0.285531032,0.028248588,0.030001883,0.004084043,-0.429303775,n,n
BSU23950,969,0.021671827,0.019053664,0.002331876,1.122771346,0.020639835,0.020124871,0.002747325,0.187441948,n,n
BSU23960,723,0.019363762,0.018969571,0.00227375,0.173365911,0.015214385,0.017005533,0.002947881,-0.607605193,n,n
BSU23970,660,0.027272727,0.030631818,0.003067203,-1.095164289,0.012121212,0.014695455,0.002966848,-0.867669271,n,n
BSU23980,768,0.015625,0.016544271,0.00191974,-0.478851805,0.02734375,0.033367188,0.003508235,-1.716942689,n,n
BSU23990,438,0.01826484,0.017015982,0.002803015,0.445540983,0.034246575,0.029700913,0.004063726,1.11859455,n,n
BSU24000,894,0.01901566,0.01858613,0.002358824,0.182095052,0.015659955,0.023082774,0.003093636,-2.399383695,n,n
BSU24010,1170,0.022222222,0.025570085,0.00217682,-1.537960289,0.01025641,0.0125,0.001969095,-1.139401712,n,n
BSU24020,837,0.020310633,0.024763441,0.002308733,-1.928680651,0.017921147,0.019571087,0.003155301,-0.522910438,n,n
BSU24030,1275,0.020392157,0.018091765,0.001625026,1.415603308,0.020392157,0.02372549,0.002689322,-1.239469599,n,n
BSU24040,984,0.016260163,0.01389126,0.002088077,1.134490036,0.019308943,0.019022358,0.002986337,0.09596538,n,n
BSU24050,993,0.019133938,0.017949648,0.00203641,0.581557847,0.025176234,0.026743202,0.002928648,-0.535048272,n,n
BSU24060,1425,0.013333333,0.015758596,0.001698176,-1.428157908,0.024561404,0.022185965,0.002616017,0.908036578,n,n
BSU24070,1092,0.02014652,0.016074176,0.001870771,2.176827234,0.028388278,0.029381868,0.002980395,-0.333375238,n,n
BSU24080,1095,0.014611872,0.014760731,0.001688349,-0.088168125,0.02739726,0.025010959,0.002875936,0.829747488,n,n
BSU24090,900,0.023333333,0.02114,0.002226479,0.985112785,0.016666667,0.021827778,0.00316366,-1.631373591,n,n
BSU24100,2079,0.018759019,0.016857143,0.001487174,1.27885238,0.026936027,0.024834055,0.001961499,1.071615158,n,n
BSU24110,237,0.025316456,0.01592827,0.005658058,1.659259345,0.004219409,0.004168776,0.003439584,0.014720677,n,n
BSU24120,906,0.016556291,0.012736203,0.001990961,1.918715645,0.020971302,0.023002207,0.002937202,-0.691441982,n,n
BSU24130,1419,0.012684989,0.013434813,0.001688929,-0.443964231,0.0260747,0.02836716,0.002756921,-0.831529176,n,n
BSU24140,1119,0.015192136,0.015236819,0.001901203,-0.023502274,0.020554066,0.023904379,0.003010351,-1.112931173,n,n
BSU24150,1140,0.015789474,0.015914035,0.001932751,-0.064447557,0.016666667,0.016170176,0.002460759,0.20176335,n,n
BSU24160,864,0.025462963,0.021765046,0.001987887,1.860224608,0.017361111,0.021368056,0.003150182,-1.271972427,n,n
BSU24170,1182,0.020304569,0.017170897,0.001933605,1.620637077,0.021150592,0.023978849,0.002760683,-1.024477333,n,n
BSU24180,732,0.028688525,0.027159836,0.002493748,0.613008578,0.024590164,0.02806694,0.003308675,-1.050806262,n,n
BSU24190,621,0.012882448,0.011571659,0.002493533,0.525675667,0.020933977,0.026135265,0.003847522,-1.351853865,n,n
BSU24200,294,0.010204082,0.013619048,0.0032284,-1.057788926,0.027210884,0.026935374,0.005038876,0.054676875,n,n
BSU24210,1119,0.021447721,0.018313673,0.001759804,1.780907749,0.027703307,0.025789991,0.00285373,0.670461453,n,n
BSU24220,804,0.019900498,0.016945274,0.002433636,1.21432484,0.023631841,0.025013682,0.002967499,-0.465658498,n,n
BSU24230,1281,0.022638564,0.022149883,0.001755517,0.278368707,0.022638564,0.024277908,0.00261126,-0.627797984,n,n
BSU24240,1731,0.020219526,0.018181976,0.001775781,1.147410753,0.027151935,0.027503755,0.002384523,-0.147543148,n,n
BSU24250,450,0.031111111,0.029122222,0.003066247,0.648639442,0.02,0.025057778,0.004068048,-1.243293631,n,n
BSU24260,846,0.01891253,0.017271868,0.002287532,0.717219367,0.021276596,0.020190307,0.003093064,0.351201604,n,n
BSU24270,1902,0.017350158,0.016458465,0.001489645,0.598594613,0.026288118,0.022949527,0.0021568,1.547936904,n,n
BSU24280,891,0.02020202,0.018124579,0.002386464,0.870509948,0.025813692,0.025934905,0.003100563,-0.039093868,n,n
BSU24290,255,0.023529412,0.023980392,0.003803549,-0.118568251,0.02745098,0.021505882,0.003879624,1.532390239,n,n
BSU24300,1347,0.023756496,0.021413512,0.001960056,1.195365865,0.018559762,0.021974759,0.002479757,-1.377149668,n,n
BSU24310,852,0.016431925,0.015181925,0.001977138,0.632227083,0.025821596,0.026644366,0.003409829,-0.241293601,n,n
BSU24320,396,0.02020202,0.020459596,0.003081517,-0.083587388,0.035353535,0.036174242,0.004510645,-0.181948923,n,n
BSU24330,408,0.009803922,0.013443627,0.00230791,-1.577057169,0.022058824,0.025848039,0.004553375,-0.832177253,y,n
BSU24340,1353,0.019216556,0.016920177,0.001713198,1.340404709,0.025129342,0.02413156,0.002693279,0.370471146,n,n
BSU24350,480,0.027083333,0.025025,0.002857843,0.720240149,0.01875,0.021816667,0.003334491,-0.919680817,n,n
BSU24360,657,0.01217656,0.014642314,0.002280996,-1.080998433,0.0304414,0.030418569,0.00379328,0.006018802,n,n
BSU24370,690,0.017391304,0.017695652,0.002421935,-0.12566323,0.02173913,0.024997101,0.003670105,-0.887705198,n,n
BSU24380,621,0.019323671,0.016916264,0.002955841,0.814457457,0.017713366,0.02105636,0.003335516,-1.002241858,n,n
BSU24390,1200,0.024166667,0.0238075,0.002241725,0.16021904,0.013333333,0.012806667,0.002270279,0.231982975,n,n
BSU24400,402,0.034825871,0.031164179,0.00387904,0.943968559,0.009950249,0.015415423,0.004109314,-1.329947967,n,n
BSU24410,207,0.028985507,0.031879227,0.00548578,-0.527494729,0.009661836,0.009,0.002972525,0.22265113,n,n
BSU24420,516,0.019379845,0.019,0.002969566,0.127912611,0.011627907,0.016521318,0.003941076,-1.241643246,n,n
BSU24430,924,0.025974026,0.024316017,0.002399547,0.690967484,0.018398268,0.018579004,0.002898794,-0.062348685,n,n
BSU24440,282,0.035460993,0.03120922,0.004353053,0.976733594,0.010638298,0.016921986,0.004233754,-1.484188394,n,n
BSU24450,558,0.021505376,0.017261649,0.0026282,1.614689595,0.02688172,0.027887097,0.004156647,-0.241872101,n,n
BSU24460,1062,0.018832392,0.021095104,0.001958233,-1.155486516,0.030131827,0.028111111,0.003234361,0.624765045,n,n
BSU24470,447,0.020134228,0.020187919,0.00359477,-0.014935994,0.022371365,0.024621924,0.004605569,-0.488660331,n,n
BSU24480,537,0.022346369,0.021260708,0.003167928,0.342703887,0.011173184,0.018614525,0.002795926,-2.661494631,n,n
BSU24490,957,0.015673981,0.017951933,0.002547051,-0.894348867,0.018808777,0.023582027,0.002935733,-1.625914372,n,n
BSU24500,396,0.027777778,0.030674242,0.002888849,-1.002636206,0.007575758,0.011371212,0.00355691,-1.067064881,n,n
BSU24510,876,0.023972603,0.020855023,0.002308288,1.350602784,0.021689498,0.020853881,0.003088843,0.2705275,n,n
BSU24520,429,0.023310023,0.022787879,0.003455881,0.151088615,0.034965035,0.036601399,0.004196087,-0.389973823,n,n
BSU24530,837,0.011947431,0.012119474,0.002265877,-0.075927908,0.033452808,0.031567503,0.003402402,0.554109947,n,n
BSU24540,381,0.018372703,0.018742782,0.002229953,-0.165958259,0.023622047,0.020934383,0.003899764,0.689186312,n,n
BSU24550,1467,0.019086571,0.017434219,0.00167643,0.985636748,0.023858214,0.025400136,0.002492943,-0.618514659,n,n
BSU24560,1347,0.018559762,0.019966592,0.001791269,-0.78538179,0.020044543,0.021081663,0.002485689,-0.417236358,n,n
BSU24570,1089,0.021120294,0.018657484,0.002004202,1.228823053,0.024793388,0.027830119,0.002976291,-1.020307004,n,n
BSU24580,1674,0.022700119,0.020216846,0.001580423,1.571270928,0.027479092,0.027832139,0.002349211,-0.150283197,n,n
BSU24590,795,0.022641509,0.021401258,0.002312956,0.536219106,0.023899371,0.024915723,0.003421878,-0.29701588,n,n
BSU24600,174,0.022988506,0.024396552,0.003347741,-0.420595785,0.011494253,0.022316092,0.00537959,-2.011647413,n,n
BSU24610,336,0.023809524,0.021502976,0.003503522,0.658351165,0.023809524,0.026497024,0.004185299,-0.642128537,n,n
BSU24620,786,0.022900763,0.018604326,0.002036193,2.110034578,0.041984733,0.037104326,0.003577533,1.364182315,n,n
BSU24630,573,0.022687609,0.022165794,0.003032141,0.172094533,0.019197208,0.020940663,0.003787411,-0.460329011,n,n
BSU24640,762,0.010498688,0.012401575,0.001907006,-0.99783999,0.031496063,0.031509186,0.003038635,-0.004318716,n,n
BSU24650,327,0.03058104,0.02641896,0.003174773,1.310985154,0.01529052,0.019461774,0.004122571,-1.011808968,n,n
BSU24660,180,0.022222222,0.025566667,0.002720724,-1.229247921,0.016666667,0.019033333,0.003908755,-0.605478252,n,n
BSU24670,375,0.018666667,0.011376,0.00329932,2.209748672,0.008,0.017058667,0.003492322,-2.593881105,n,n
BSU24680,384,0.03125,0.028822917,0.003566141,0.680590966,0.020833333,0.022708333,0.004356358,-0.430405413,n,n
BSU24690,348,0.022988506,0.02212069,0.003160927,0.274544853,0.020114943,0.022158046,0.003789639,-0.539128721,n,n
BSU24700,432,0.027777778,0.024108796,0.003693069,0.993477579,0.020833333,0.028391204,0.004442067,-1.701431058,n,n
BSU24710,297,0.016835017,0.019171717,0.003675367,-0.63577331,0.037037037,0.02856229,0.004233988,2.001599209,n,n
BSU24720,972,0.022633745,0.02263786,0.002432333,-0.001691825,0.018518519,0.019796296,0.002995915,-0.42650641,n,n
BSU24730,1071,0.024276377,0.021374416,0.002238187,1.296567301,0.021475257,0.024906629,0.003105532,-1.104922618,n,n
BSU24740,954,0.026205451,0.022716981,0.002104922,1.657291637,0.026205451,0.02813522,0.002816751,-0.685104541,n,n
BSU24750,1329,0.022573363,0.02420617,0.002090501,-0.78106005,0.027840482,0.028623025,0.002526881,-0.309687275,n,n
BSU24760,837,0.026284349,0.023088411,0.002409546,1.326365133,0.027479092,0.028724014,0.003247774,-0.383315499,n,n
BSU24770,381,0.031496063,0.03464042,0.003484551,-0.902370813,0.020997375,0.025845144,0.003742919,-1.295184036,n,n
BSU24780,246,0.028455285,0.028085366,0.003199108,0.115631973,0.004065041,0.001004065,0.00191624,1.597386721,n,n
BSU24790,636,0.029874214,0.026806604,0.003057107,1.003435819,0.022012579,0.020316038,0.003294823,0.514911156,n,n
BSU24800,174,0.034482759,0.032402299,0.005595423,0.371814647,0.011494253,0.006603448,0.00204751,2.388660254,n,n
BSU24810,315,0.022222222,0.022965079,0.003547173,-0.209422346,0.015873016,0.024768254,0.004832402,-1.840748686,n,n
BSU24820,1062,0.011299435,0.011733522,0.001896033,-0.228944653,0.024482109,0.027231638,0.002707196,-1.0156373,n,n
BSU24830,1131,0.020335986,0.018460654,0.002067118,0.907220485,0.026525199,0.031948718,0.002911991,-1.862477931,n,n
BSU24840,1917,0.019300991,0.018018258,0.001582541,0.81055305,0.029212311,0.030244653,0.002464416,-0.418899193,n,n
BSU24850,966,0.013457557,0.013240166,0.001922053,0.113103723,0.023809524,0.022889234,0.002995827,0.307190669,n,n
BSU24860,216,0.023148148,0.026597222,0.003796995,-0.908369362,0.027777778,0.028467593,0.004430231,-0.155706342,n,n
BSU24870,1524,0.017716535,0.015484252,0.001680989,1.327958126,0.019028871,0.02132349,0.002289468,-1.002249724,n,n
BSU24880,174,0.022988506,0.019655172,0.004774926,0.698091169,0.005747126,0.012017241,0.004343894,-1.443431999,n,n
BSU24890,564,0.017730496,0.015260638,0.002724337,0.90659046,0.026595745,0.024343972,0.003783562,0.595146261,n,n
BSU24910,1080,0.019444444,0.01915463,0.002280693,0.127072965,0.025,0.023962037,0.002786932,0.372439254,n,y
BSU24920,471,0.016985138,0.017180467,0.002859037,-0.06831988,0.029723992,0.031246285,0.004463313,-0.341067962,n,n
BSU24930,354,0.016949153,0.021624294,0.003753706,-1.245473487,0.028248588,0.029228814,0.004552484,-0.215316729,n,n
BSU24940,465,0.025806452,0.021189247,0.002486386,1.856994436,0.030107527,0.033341936,0.004691299,-0.689448421,n,n
BSU24950,783,0.024265645,0.02409834,0.002289271,0.073082355,0.022988506,0.023927203,0.003072725,-0.305493373,n,n
BSU24960,810,0.02345679,0.020411111,0.002313101,1.31670809,0.020987654,0.02344321,0.003391452,-0.72404275,n,n
BSU24970,885,0.024858757,0.02220452,0.00255585,1.03849487,0.015819209,0.014105085,0.002724435,0.629166737,n,n
BSU24980,930,0.02688172,0.027370968,0.002722445,-0.179708951,0.013978495,0.017294624,0.002801428,-1.183728272,n,n
BSU24990,903,0.022148394,0.020872647,0.00179235,0.711773655,0.025470653,0.02827907,0.00337754,-0.83149767,n,n
BSU25000,2151,0.016736402,0.017286378,0.001322279,-0.415930671,0.034402603,0.034878196,0.002132849,-0.22298486,n,n
BSU25010,1293,0.033255994,0.028858469,0.002438262,1.803549338,0.011600928,0.016034803,0.002337759,-1.896634996,n,n
BSU25020,609,0.011494253,0.011431856,0.002044388,0.030521352,0.019704433,0.029402299,0.004240726,-2.286840997,y,n
BSU25030,483,0.016563147,0.026888199,0.003715218,-2.779124415,0.00621118,0.009008281,0.003011633,-0.928765705,n,n
BSU25040,768,0.020833333,0.018809896,0.002377655,0.851022211,0.018229167,0.020536458,0.003342731,-0.690241232,n,n
BSU25050,429,0.025641026,0.027822844,0.002594797,-0.840843242,0.025641026,0.034342657,0.005031062,-1.72958135,n,n
BSU25060,300,0.026666667,0.02553,0.004302952,0.264159834,0.03,0.027623333,0.004524591,0.525277705,n,n
BSU25070,1134,0.022045855,0.018780423,0.001862164,1.753568514,0.028218695,0.027240741,0.003039835,0.321712838,n,n
BSU25080,390,0.01025641,0.013361538,0.002921026,-1.063026717,0.028205128,0.034723077,0.005070279,-1.2855207,n,n
BSU25090,582,0.027491409,0.026360825,0.002732751,0.413716601,0.025773196,0.033883161,0.003997574,-2.028721549,n,n
BSU25100,438,0.011415525,0.010121005,0.002536966,0.510263204,0.03652968,0.035118721,0.004541045,0.310712417,n,n
BSU25110,882,0.024943311,0.022492063,0.002370707,1.033973266,0.020408163,0.02115873,0.002891993,-0.259532805,n,n
BSU25120,255,0.02745098,0.02985098,0.001911915,-1.255285937,0.035294118,0.031337255,0.004883053,0.810325635,n,n
BSU25130,894,0.015659955,0.012557047,0.00198276,1.564943867,0.036912752,0.037057047,0.003144801,-0.045883666,n,n
BSU25140,1317,0.019741838,0.018827639,0.001840623,0.49667947,0.029612756,0.032099468,0.002849906,-0.872559154,n,n
BSU25150,744,0.012096774,0.011927419,0.001858554,0.091121742,0.014784946,0.01890457,0.003023995,-1.362311589,n,n
BSU25160,945,0.023280423,0.022251852,0.001949679,0.527559155,0.021164021,0.022687831,0.003028117,-0.503220244,n,n
BSU25170,1122,0.021390374,0.020105169,0.002002411,0.641828625,0.031194296,0.032820856,0.003002351,-0.541762065,n,n
BSU25180,651,0.023041475,0.020046083,0.002720515,1.101038629,0.01843318,0.019740399,0.003566988,-0.366476975,n,n
BSU25190,363,0.019283747,0.017451791,0.003047782,0.601078535,0.035812672,0.037622589,0.004911414,-0.368512437,n,n
BSU25200,1116,0.018817204,0.020205197,0.002008573,-0.691034522,0.042114695,0.034487455,0.00324107,2.353308954,y,n
BSU25210,1812,0.021523179,0.018320088,0.001655867,1.934388832,0.02593819,0.029832781,0.002466321,-1.579109633,y,n
BSU25220,297,0.006734007,0.00659596,0.003330266,0.041452361,0.023569024,0.02456229,0.004218231,-0.23546979,n,n
BSU25230,495,0.014141414,0.00860404,0.0025147,2.202001716,0.028282828,0.035723232,0.00406385,-1.830875697,y,n
BSU25240,813,0.019680197,0.018068881,0.002376705,0.677962229,0.035670357,0.034753998,0.003179685,0.288191781,n,n
BSU25250,639,0.029733959,0.027179969,0.003210536,0.795502854,0.010954617,0.018932707,0.003331138,-2.395004074,n,n
BSU25260,2040,0.017156863,0.015705882,0.001449617,1.000940533,0.029901961,0.028489216,0.002285587,0.618110336,n,n
BSU25270,888,0.019144144,0.01629955,0.002096165,1.357047163,0.024774775,0.025886261,0.003156909,-0.352080441,n,n
BSU25280,768,0.02734375,0.027188802,0.002577585,0.060113602,0.020833333,0.024252604,0.003089466,-1.106751306,y,n
BSU25289,144,0.020833333,0.011944444,0.004791546,1.855119004,0.027777778,0.034652778,0.004480735,-1.534346601,y,n
BSU25290,906,0.023178808,0.021427152,0.002006201,0.873120842,0.025386313,0.024258278,0.003126864,0.360756026,y,n
BSU25300,411,0.02189781,0.023284672,0.003223137,-0.430283134,0.01946472,0.017075426,0.003747313,0.63760201,y,n
BSU25310,372,0.024193548,0.022645161,0.003644493,0.424856522,0.021505376,0.022825268,0.004379802,-0.301358852,n,n
BSU25320,474,0.014767932,0.013042194,0.002662301,0.648213034,0.03164557,0.032658228,0.004538675,-0.22311756,n,n
BSU25330,2136,0.019662921,0.020171348,0.001627753,-0.31234924,0.02340824,0.025798221,0.002115379,-1.129812057,n,n
